"location","source","target"
"MaxCome2.Monologue.97","完了！
被抓住了！","完了！
被抓住了！"
"MaxCome2.Max.98","我有个问题想要请教 Kathy 小姐","我有个问题想要请教 Kathy 小姐"
"MaxCome2.Max.99","虽然有点冒昧","虽然有点冒昧"
"MaxCome2.Max.100","不过我还是想问","不过我还是想问"
"MaxCome2.Typing.101","什么问题？","什么问题？"
"MaxCome2.Max.102","Kathy 小姐是不是把我转卖出去了？","Kathy 小姐是不是把我转卖出去了？"
"MaxCome2.Max.103","就是那种网络上的，出租网恋男友那种","就是那种网络上的，出租网恋男友那种"
"MaxCome2.Max.104","所以现在屏幕的那一端，已经不是 Kathy 本人了","所以现在屏幕的那一端，已经不是 Kathy 本人了"
"MaxCome2.Todo.6","回答 Max","回答 Max"
"MaxCome2.Monologue.105","> <color=#A69884>接下来的选择可能会影响到Kathy 和 Max 的关系，谨慎发言比较好。","> <color=#A69884>接下来的选择可能会影响到Kathy 和 Max 的关系，谨慎发言比较好。"
"MaxCome2.Typing.107","我爱你","我爱你"
"MaxCome2.Think.200","转移他的注意力","转移他的注意力"
"MaxCome2.Typing.110","我想无论什么样的人，都会因为恋爱而改变吧","我想无论什么样的人，都会因为恋爱而改变吧"
"MaxCome2.Typing.108","在你心里我就是那种人？","在你心里我就是那种人？"
"MaxCome2.Think.201","质疑他","质疑他"
"MaxCome2.Typing.109","你这是什么脑回路啊？","你这是什么脑回路啊？"
"MaxCome2.Think.202","糊弄过去","糊弄过去"
